,DELIVERY_START,spot_id_delta
7171,2022-11-05 21:00:00+01:00,-14.95559092618123
3933,2022-06-20 23:00:00+02:00,56.344955407541136
2095,2022-04-02 09:00:00+02:00,-5.417042581503665
559,2022-01-24 09:00:00+01:00,-7.695328859677318
2057,2022-03-29 11:00:00+02:00,21.146646423751747
5838,2022-09-08 08:00:00+02:00,-93.453816572218
2295,2022-04-10 17:00:00+02:00,-38.11224499561371
3469,2022-05-30 15:00:00+02:00,-5.257215224628453
2159,2022-04-05 01:00:00+02:00,-8.31048636698597
7289,2022-11-10 19:00:00+01:00,18.45027191657329
5274,2022-08-15 20:00:00+02:00,-1.5393757573037874
2158,2022-04-05 00:00:00+02:00,-9.726966041108142
2063,2022-03-29 17:00:00+02:00,12.054665885997023
10177,2023-03-12 03:00:00+01:00,0.9162607015556716
5848,2022-09-08 18:00:00+02:00,-91.94905480449728
7329,2022-11-12 11:00:00+01:00,22.404146536462832
8257,2022-12-21 03:00:00+01:00,24.77853603906283
2462,2022-04-17 16:00:00+02:00,-13.275980044197414
8900,2023-01-16 22:00:00+01:00,7.691906568542294
1277,2022-02-24 22:00:00+01:00,15.05339385634349
4581,2022-07-17 23:00:00+02:00,-2.949164256795825
3284,2022-05-21 22:00:00+02:00,0.5837668582150854
6803,2022-10-21 13:00:00+02:00,36.81205197730688
185,2022-01-08 19:00:00+01:00,19.617525601333625
8992,2023-01-20 18:00:00+01:00,6.146642760142612
3360,2022-05-25 02:00:00+02:00,1.7250640707261198
1479,2022-03-05 08:00:00+01:00,0.2733819169960725
5749,2022-09-04 15:00:00+02:00,-11.591233931737577
2637,2022-04-24 23:00:00+02:00,17.753045167557048
961,2022-02-10 03:00:00+01:00,0.4241266125676191
4282,2022-07-05 12:00:00+02:00,-26.143509164757347
9938,2023-03-02 04:00:00+01:00,-10.708588845539992
3251,2022-05-20 13:00:00+02:00,0.5661407755903554
9232,2023-01-30 18:00:00+01:00,15.410454840805755
241,2022-01-11 03:00:00+01:00,4.214234802625953
10376,2023-03-20 10:00:00+01:00,25.91792171481828
8925,2023-01-17 23:00:00+01:00,13.233714663143983
753,2022-02-01 11:00:00+01:00,-25.437511244377788
1279,2022-02-25 00:00:00+01:00,-31.51526496459988
8057,2022-12-12 19:00:00+01:00,103.74819951587062
3085,2022-05-13 15:00:00+02:00,17.28288690271569
802,2022-02-03 12:00:00+01:00,5.559054400885714
2515,2022-04-19 21:00:00+02:00,-13.162509149419492
10016,2023-03-05 10:00:00+01:00,6.548154894381327
6787,2022-10-20 21:00:00+02:00,24.24382248745809
5410,2022-08-21 12:00:00+02:00,28.03936572678367
1813,2022-03-19 06:00:00+01:00,-76.21913234403388
9192,2023-01-29 02:00:00+01:00,15.289951422248606
8277,2022-12-21 23:00:00+01:00,4.608271267736996
7138,2022-11-04 12:00:00+01:00,-28.88445801565004
5311,2022-08-17 09:00:00+02:00,50.89196794601435
3373,2022-05-25 15:00:00+02:00,-18.653515656443687
10186,2023-03-12 12:00:00+01:00,4.2840878292932985
3139,2022-05-15 21:00:00+02:00,-1.4828518738062255
8783,2023-01-12 01:00:00+01:00,-0.7997141277738287
6813,2022-10-21 23:00:00+02:00,-2.1317511991472884
4596,2022-07-18 14:00:00+02:00,5.067815927218362
2031,2022-03-28 09:00:00+02:00,-19.04539168404591
3397,2022-05-26 15:00:00+02:00,8.528246089917474
10553,2023-03-27 20:00:00+02:00,12.27503169361276
3065,2022-05-12 19:00:00+02:00,1.4126241226093157
1819,2022-03-19 12:00:00+01:00,5.026318763796894
4754,2022-07-25 04:00:00+02:00,43.71667610542363
2326,2022-04-12 00:00:00+02:00,-23.59715548090261
3426,2022-05-27 20:00:00+02:00,4.222300492610827
8276,2022-12-21 22:00:00+01:00,-11.041994413263351
4383,2022-07-09 17:00:00+02:00,-49.40111472306808
3533,2022-06-02 07:00:00+02:00,-6.644095740886087
7272,2022-11-10 02:00:00+01:00,-7.664771801141001
10103,2023-03-09 01:00:00+01:00,2.690193436960272
1258,2022-02-24 03:00:00+01:00,-2.572485701715806
4785,2022-07-26 11:00:00+02:00,415.8199239350913
5692,2022-09-02 06:00:00+02:00,38.3116989348556
7827,2022-12-03 05:00:00+01:00,10.730109432695542
2423,2022-04-16 01:00:00+02:00,5.977391389051263
10331,2023-03-18 13:00:00+01:00,-9.193336072534038
9349,2023-02-04 15:00:00+01:00,-8.569649314171954
2991,2022-05-09 17:00:00+02:00,2.5319642773647786
9682,2023-02-18 12:00:00+01:00,-23.317248161450323
8583,2023-01-03 17:00:00+01:00,8.245455514929915
2812,2022-05-02 06:00:00+02:00,-21.44563729542071
501,2022-01-21 23:00:00+01:00,-22.936549100257054
8231,2022-12-20 01:00:00+01:00,-15.913326657129232
6941,2022-10-27 07:00:00+02:00,-32.06902079141517
2204,2022-04-06 22:00:00+02:00,-8.79154277095455
3326,2022-05-23 16:00:00+02:00,19.55680337756334
697,2022-01-30 03:00:00+01:00,-9.052989818723605
5226,2022-08-13 20:00:00+02:00,-9.127915278845308
9321,2023-02-03 11:00:00+01:00,3.737768637157842
10098,2023-03-08 20:00:00+01:00,-5.347477047330614
3961,2022-06-22 03:00:00+02:00,11.8933270586175
2045,2022-03-28 23:00:00+02:00,-5.2898868940754085
7358,2022-11-13 16:00:00+01:00,24.377320126504458
3096,2022-05-14 02:00:00+02:00,2.784695187165795
5656,2022-08-31 18:00:00+02:00,7.318959127855464
3575,2022-06-04 01:00:00+02:00,22.326856374635867
2017,2022-03-27 19:00:00+02:00,-23.098828673736392
6361,2022-10-03 03:00:00+02:00,31.180002576987505
7959,2022-12-08 17:00:00+01:00,-9.513503869546357
8884,2023-01-16 06:00:00+01:00,-11.97600958721702
1091,2022-02-17 04:00:00+01:00,7.259515812155396
3858,2022-06-17 20:00:00+02:00,26.70684839861957
8485,2022-12-30 15:00:00+01:00,-9.982133939986465
7992,2022-12-10 02:00:00+01:00,-41.825633872483536
6974,2022-10-28 16:00:00+02:00,-0.4066985162237131
7626,2022-11-24 20:00:00+01:00,51.75742065335186
6490,2022-10-08 12:00:00+02:00,-50.97261106074342
10427,2023-03-22 13:00:00+01:00,-14.257791347902156
3413,2022-05-27 07:00:00+02:00,9.722020712909456
3803,2022-06-14 13:00:00+02:00,5.659553412839415
808,2022-02-03 18:00:00+01:00,-4.219882583170261
4771,2022-07-25 21:00:00+02:00,60.275392019033234
8839,2023-01-14 09:00:00+01:00,8.44886612359089
9223,2023-01-30 09:00:00+01:00,30.427267458707632
2714,2022-04-28 04:00:00+02:00,-4.664693199381759
5430,2022-08-22 08:00:00+02:00,71.307270800212
736,2022-01-31 18:00:00+01:00,2.795491283676654
6784,2022-10-20 18:00:00+02:00,42.79592352845262
6634,2022-10-14 12:00:00+02:00,21.138670250058453
5365,2022-08-19 15:00:00+02:00,43.36224247260816
10203,2023-03-13 05:00:00+01:00,-27.413954676738506
7536,2022-11-21 02:00:00+01:00,7.517869624135216
5536,2022-08-26 18:00:00+02:00,-2.609510552312372
245,2022-01-11 07:00:00+01:00,-14.689307100085555
492,2022-01-21 14:00:00+01:00,-10.166229323984169
2022,2022-03-28 00:00:00+02:00,-10.14106692913387
1168,2022-02-20 09:00:00+01:00,0.1656261962220071
2919,2022-05-06 17:00:00+02:00,10.657516404070575
2427,2022-04-16 05:00:00+02:00,-9.962877229985082
1153,2022-02-19 18:00:00+01:00,29.633583669354834
1095,2022-02-17 08:00:00+01:00,0.393655621944589
5773,2022-09-05 15:00:00+02:00,39.40979379295982
6789,2022-10-20 23:00:00+02:00,32.222795375356355
3031,2022-05-11 09:00:00+02:00,16.32029016657711
9646,2023-02-17 00:00:00+01:00,-28.80705369331108
7721,2022-11-28 19:00:00+01:00,-5.905668745913658
5964,2022-09-13 14:00:00+02:00,2.0993735243833385
8396,2022-12-26 22:00:00+01:00,-68.47839979285347
2781,2022-04-30 23:00:00+02:00,-0.0432191914082409
4566,2022-07-17 08:00:00+02:00,16.25392458744352
10260,2023-03-15 14:00:00+01:00,-10.415535485851706
4147,2022-06-29 21:00:00+02:00,18.35009191858643
7688,2022-11-27 10:00:00+01:00,40.936861575179
5477,2022-08-24 07:00:00+02:00,5.808065837600566
2450,2022-04-17 04:00:00+02:00,-46.976596971261415
6713,2022-10-17 19:00:00+02:00,-2.7033009678426083
3534,2022-06-02 08:00:00+02:00,-16.747109128880368
4426,2022-07-11 12:00:00+02:00,-1.876708681911168
7061,2022-11-01 07:00:00+01:00,5.776882960035138
7043,2022-10-31 13:00:00+01:00,-6.372637203113044
4764,2022-07-25 14:00:00+02:00,-3.702551767226055
118,2022-01-06 00:00:00+01:00,-22.401444021138047
7962,2022-12-08 20:00:00+01:00,-0.9026101180043612
271,2022-01-12 09:00:00+01:00,-2.795511347372724
4071,2022-06-26 17:00:00+02:00,17.978217673747167
719,2022-01-31 01:00:00+01:00,-28.2029127841968
1452,2022-03-04 05:00:00+01:00,-17.379063381606215
1494,2022-03-05 23:00:00+01:00,7.271912658447661
4714,2022-07-23 12:00:00+02:00,-15.80790344918546
5068,2022-08-07 06:00:00+02:00,-11.12420085225466
319,2022-01-14 09:00:00+01:00,-2.7787820233425577
10152,2023-03-11 02:00:00+01:00,19.361885063666392
6407,2022-10-05 01:00:00+02:00,-38.01143810305891
5775,2022-09-05 17:00:00+02:00,36.01941053150824
10565,2023-03-28 08:00:00+02:00,28.213774592002977
3894,2022-06-19 08:00:00+02:00,23.437512957346343
10023,2023-03-05 17:00:00+01:00,23.216994380926398
79,2022-01-04 09:00:00+01:00,2.7166531724406298
2621,2022-04-24 07:00:00+02:00,8.236161097852005
691,2022-01-29 21:00:00+01:00,-11.368448850118966
8642,2023-01-06 04:00:00+01:00,4.566705357653376
7847,2022-12-04 01:00:00+01:00,15.323483004134175
6820,2022-10-22 06:00:00+02:00,-25.65595601526411
10079,2023-03-08 01:00:00+01:00,26.37977639860908
6929,2022-10-26 19:00:00+02:00,-32.575173602730786
10422,2023-03-22 08:00:00+01:00,13.871372947314384
8442,2022-12-28 20:00:00+01:00,-38.96326187183034
1077,2022-02-16 14:00:00+01:00,4.02449926041939
359,2022-01-16 01:00:00+01:00,4.530267827801481
8802,2023-01-12 20:00:00+01:00,-1.129162324450391
6074,2022-09-21 04:00:00+02:00,28.73746868864669
6804,2022-10-21 14:00:00+02:00,40.14858054434171
2404,2022-04-15 06:00:00+02:00,8.8275940562757
1973,2022-03-25 22:00:00+01:00,-6.014146209508397
4277,2022-07-05 07:00:00+02:00,-16.22939256432727
814,2022-02-04 00:00:00+01:00,5.52958686882738
9475,2023-02-09 21:00:00+01:00,9.963587019509362
4014,2022-06-24 08:00:00+02:00,33.438838272097485
6807,2022-10-21 17:00:00+02:00,20.68949245482608
2407,2022-04-15 09:00:00+02:00,-29.22485655895736
970,2022-02-10 12:00:00+01:00,-6.572805685672762
4538,2022-07-16 04:00:00+02:00,-36.998230180180144
9685,2023-02-18 15:00:00+01:00,-14.166198347107423
963,2022-02-10 05:00:00+01:00,-7.616741848390433
5228,2022-08-13 22:00:00+02:00,-15.293714440321535
1019,2022-02-12 13:00:00+01:00,-3.2477913629594752
1084,2022-02-16 21:00:00+01:00,0.1836371410247466
2087,2022-04-02 01:00:00+02:00,13.328630252100822
2370,2022-04-13 20:00:00+02:00,5.914863963039068
2647,2022-04-25 09:00:00+02:00,2.211843538022123
1028,2022-02-12 22:00:00+01:00,-13.676353558348978
2405,2022-04-15 07:00:00+02:00,-2.8682805325987037
10380,2023-03-20 14:00:00+01:00,22.465893051514986
6279,2022-09-29 17:00:00+02:00,28.99181121840729
2209,2022-04-07 03:00:00+02:00,22.148584229390707
510,2022-01-22 08:00:00+01:00,1.0080207551887952
7658,2022-11-26 04:00:00+01:00,-3.5304992031258
9544,2023-02-12 18:00:00+01:00,0.9614962257111016
2925,2022-05-06 23:00:00+02:00,2.974099294428953
884,2022-02-06 22:00:00+01:00,32.97709677419357
8093,2022-12-14 07:00:00+01:00,-29.31160832890538
6481,2022-10-08 03:00:00+02:00,17.538575216545894
3161,2022-05-16 19:00:00+02:00,-2.565518908303545
3895,2022-06-19 09:00:00+02:00,44.38333303101763
7878,2022-12-05 08:00:00+01:00,63.8959184819924
3319,2022-05-23 09:00:00+02:00,23.52961896451424
1142,2022-02-19 07:00:00+01:00,-0.7608888538048859
9230,2023-01-30 16:00:00+01:00,-2.2232232161724426
4936,2022-08-01 18:00:00+02:00,-32.83996903545443
594,2022-01-25 20:00:00+01:00,76.47607727993415
4672,2022-07-21 18:00:00+02:00,-40.884637105296406
1001,2022-02-11 19:00:00+01:00,-20.06306745063236
1039,2022-02-15 00:00:00+01:00,-2.069357486555361
2139,2022-04-04 05:00:00+02:00,-65.05633365200765
1779,2022-03-17 20:00:00+01:00,-1.8587229977638915
4040,2022-06-25 10:00:00+02:00,2.395475025937401
3985,2022-06-23 03:00:00+02:00,17.04200331468826
2375,2022-04-14 01:00:00+02:00,-8.611386083052764
9693,2023-02-18 23:00:00+01:00,6.436262953367873
6914,2022-10-26 04:00:00+02:00,-14.3013651362308
7617,2022-11-24 11:00:00+01:00,33.559689618099355
3955,2022-06-21 21:00:00+02:00,22.41108061697895
7715,2022-11-28 13:00:00+01:00,-15.598368808765828
8222,2022-12-19 16:00:00+01:00,0.3189183366212944
6264,2022-09-29 02:00:00+02:00,-31.15446580086575
2725,2022-04-28 15:00:00+02:00,-3.608381355098828
9577,2023-02-14 03:00:00+01:00,-0.233478158205429
9860,2023-02-26 22:00:00+01:00,2.177889801483076
3601,2022-06-05 03:00:00+02:00,-3.041694915254226
8404,2022-12-27 06:00:00+01:00,-47.053358536357685
803,2022-02-03 13:00:00+01:00,2.52233763074679
8990,2023-01-20 16:00:00+01:00,16.826217759104708
908,2022-02-07 22:00:00+01:00,-6.927146611341641
3037,2022-05-11 15:00:00+02:00,2.6198962820222107
3522,2022-06-01 20:00:00+02:00,-18.20250928716618
9089,2023-01-24 19:00:00+01:00,-3.55781728675936
4807,2022-07-27 09:00:00+02:00,-93.18300518975023
5552,2022-08-27 10:00:00+02:00,36.876279155188286
7689,2022-11-27 11:00:00+01:00,33.94230412922121
1343,2022-02-27 16:00:00+01:00,-52.67921909136743
1771,2022-03-17 12:00:00+01:00,31.53532883286749
5784,2022-09-06 02:00:00+02:00,-21.362533589251427
7941,2022-12-07 23:00:00+01:00,-36.45291198365203
5586,2022-08-28 20:00:00+02:00,11.663885531550475
6720,2022-10-18 02:00:00+02:00,12.623397459431686
10077,2023-03-07 23:00:00+01:00,7.799761866003109
1491,2022-03-05 20:00:00+01:00,0.9937876175112592
3391,2022-05-26 09:00:00+02:00,14.966374602478368
9673,2023-02-18 03:00:00+01:00,-16.886736726193334
7118,2022-11-03 16:00:00+01:00,31.703789624849293
5236,2022-08-14 06:00:00+02:00,22.03612564922093
9658,2023-02-17 12:00:00+01:00,-15.604969345905031
1109,2022-02-17 22:00:00+01:00,2.8770370898038777
4628,2022-07-19 22:00:00+02:00,7.565217255976108
8127,2022-12-15 17:00:00+01:00,18.7705952137452
1721,2022-03-15 10:00:00+01:00,9.841294066601565
8902,2023-01-17 00:00:00+01:00,4.400918269649196
5550,2022-08-27 08:00:00+02:00,40.371953811352455
9905,2023-02-28 19:00:00+01:00,8.706734649598587
4789,2022-07-26 15:00:00+02:00,87.12855464408574
10504,2023-03-25 18:00:00+01:00,15.393198997703069
6333,2022-10-01 23:00:00+02:00,35.41207773950936
8805,2023-01-12 23:00:00+01:00,1.5123372662063377
5711,2022-09-03 01:00:00+02:00,-51.27030593607304
7299,2022-11-11 05:00:00+01:00,1.9072252201079325
1902,2022-03-22 23:00:00+01:00,4.07124041313017
7544,2022-11-21 10:00:00+01:00,10.776839574029566
3743,2022-06-12 01:00:00+02:00,14.97898373695051
916,2022-02-08 06:00:00+01:00,-6.1641008089607965
10080,2023-03-08 02:00:00+01:00,25.703016587480207
5799,2022-09-06 17:00:00+02:00,69.634588796186
10048,2023-03-06 18:00:00+01:00,81.82768033796867
6073,2022-09-21 03:00:00+02:00,13.57285368186166
6223,2022-09-27 09:00:00+02:00,-229.07727965556492
7161,2022-11-05 11:00:00+01:00,8.064972623947426
5706,2022-09-02 20:00:00+02:00,3.880643931588679
579,2022-01-25 05:00:00+01:00,2.2321314869012667
611,2022-01-26 13:00:00+01:00,32.199864603481615
2340,2022-04-12 14:00:00+02:00,-34.06160969984302
8672,2023-01-07 10:00:00+01:00,-10.318105134987604
4448,2022-07-12 10:00:00+02:00,34.36467020023554
10587,2023-03-29 06:00:00+02:00,21.777601045568066
98,2022-01-05 04:00:00+01:00,26.06535137968476
8627,2023-01-05 13:00:00+01:00,1.0587627036896947
350,2022-01-15 16:00:00+01:00,4.462263727197723
8917,2023-01-17 15:00:00+01:00,-3.841972156137104
5948,2022-09-12 22:00:00+02:00,48.72922443006769
4064,2022-06-26 10:00:00+02:00,19.04618865345185
3248,2022-05-20 10:00:00+02:00,-2.178948183376633
8491,2022-12-30 21:00:00+01:00,-2.7361669114183598
10301,2023-03-17 07:00:00+01:00,65.84037259776912
20,2022-01-01 22:00:00+01:00,-18.83325708628594
370,2022-01-16 12:00:00+01:00,25.163211721414427
1008,2022-02-12 02:00:00+01:00,-14.26328347318497
2864,2022-05-04 10:00:00+02:00,-8.001148856742873
298,2022-01-13 12:00:00+01:00,7.423642407906527
8512,2022-12-31 18:00:00+01:00,-7.562505258729489
10266,2023-03-15 20:00:00+01:00,-3.6625490225428905
5096,2022-08-08 10:00:00+02:00,-56.45453149474156
6729,2022-10-18 11:00:00+02:00,5.661418134347144
160,2022-01-07 18:00:00+01:00,5.344794849821255
4977,2022-08-03 11:00:00+02:00,-35.70524970963987
2548,2022-04-21 06:00:00+02:00,23.195727063843776
8601,2023-01-04 11:00:00+01:00,2.3292401879674287
1248,2022-02-23 17:00:00+01:00,-4.003920915535076
4536,2022-07-16 02:00:00+02:00,5.478025379139581
7639,2022-11-25 09:00:00+01:00,9.727274316357068
6119,2022-09-23 01:00:00+02:00,8.520567318132464
7095,2022-11-02 17:00:00+01:00,-11.668858162721053
10377,2023-03-20 11:00:00+01:00,21.38959772238279
9325,2023-02-03 15:00:00+01:00,-1.6777515151515274
4713,2022-07-23 11:00:00+02:00,-8.411667060547302
1674,2022-03-13 11:00:00+01:00,5.670985367922526
9177,2023-01-28 11:00:00+01:00,4.6439541434285445
10119,2023-03-09 17:00:00+01:00,28.88373032852516
1107,2022-02-17 20:00:00+01:00,-18.750213623538883
10438,2023-03-23 00:00:00+01:00,-25.42477940660728
4899,2022-07-31 05:00:00+02:00,34.848259803921565
794,2022-02-03 04:00:00+01:00,-5.609260033991376
8410,2022-12-27 12:00:00+01:00,-43.66397425542655
10275,2023-03-16 05:00:00+01:00,-1.5379010520525327
955,2022-02-09 21:00:00+01:00,-7.241857673267305
5678,2022-09-01 16:00:00+02:00,-48.380222245193295
148,2022-01-07 06:00:00+01:00,20.842842639593925
1370,2022-02-28 19:00:00+01:00,-12.193572137891865
9617,2023-02-15 19:00:00+01:00,10.60547327303587
7017,2022-10-30 11:00:00+01:00,-5.664347137198419
3509,2022-06-01 07:00:00+02:00,-15.51985020190179
3966,2022-06-22 08:00:00+02:00,-63.15369850891551
490,2022-01-21 12:00:00+01:00,-4.050992063492089
270,2022-01-12 08:00:00+01:00,-2.0853718166383715
7919,2022-12-07 01:00:00+01:00,-23.59005178522756
2601,2022-04-23 11:00:00+02:00,-26.02285532628173
9243,2023-01-31 05:00:00+01:00,8.334262605539323
9247,2023-01-31 09:00:00+01:00,-9.137249395182463
5511,2022-08-25 17:00:00+02:00,39.974853577913336
1979,2022-03-26 04:00:00+01:00,4.3293244512767615
818,2022-02-04 04:00:00+01:00,6.9050912869229535
5015,2022-08-05 01:00:00+02:00,33.54208198638139
2556,2022-04-21 14:00:00+02:00,3.5616290182450143
5067,2022-08-07 05:00:00+02:00,-15.887684997750767
4826,2022-07-28 04:00:00+02:00,-6.796496078907012
2490,2022-04-18 20:00:00+02:00,-12.42484287447286
7661,2022-11-26 07:00:00+01:00,0.9112359795274187
2361,2022-04-13 11:00:00+02:00,7.425994165283441
8765,2023-01-11 07:00:00+01:00,11.079293194864391
2197,2022-04-06 15:00:00+02:00,-17.30007573183164
7648,2022-11-25 18:00:00+01:00,-25.94664348746909
432,2022-01-19 02:00:00+01:00,-13.252367538564728
2680,2022-04-26 18:00:00+02:00,-16.819035593697237
7031,2022-10-31 01:00:00+01:00,4.693930314922937
9507,2023-02-11 05:00:00+01:00,-23.13609730955571
5279,2022-08-16 01:00:00+02:00,11.989297375410048
5196,2022-08-12 14:00:00+02:00,-66.50955130976052
10313,2023-03-17 19:00:00+01:00,30.98831120876088
4617,2022-07-19 11:00:00+02:00,28.017952860169544
8139,2022-12-16 05:00:00+01:00,-15.883893609310237
1331,2022-02-27 04:00:00+01:00,-32.54152783898928
7575,2022-11-22 17:00:00+01:00,3.1490589039993893
8203,2022-12-18 21:00:00+01:00,62.42237346904534
7078,2022-11-02 00:00:00+01:00,-41.550772475860136
9614,2023-02-15 16:00:00+01:00,6.20597029123374
5292,2022-08-16 14:00:00+02:00,12.652082531198232
4960,2022-08-02 18:00:00+02:00,-5.592468441444794
8056,2022-12-12 18:00:00+01:00,143.06537764647953
2273,2022-04-09 19:00:00+02:00,2.5605308840140424
5217,2022-08-13 11:00:00+02:00,-46.18962778069715
4045,2022-06-25 15:00:00+02:00,6.061329652029059
10457,2023-03-23 19:00:00+01:00,24.666696035242296
9802,2023-02-23 12:00:00+01:00,3.890897982099801
5278,2022-08-16 00:00:00+02:00,15.995727370413988
4407,2022-07-10 17:00:00+02:00,-26.05923425692697
1105,2022-02-17 18:00:00+01:00,-23.869176619362094
8679,2023-01-07 17:00:00+01:00,-2.8155832326023216
3227,2022-05-19 13:00:00+02:00,5.870016558368235
1319,2022-02-26 16:00:00+01:00,-22.959414148381256
126,2022-01-06 08:00:00+01:00,-4.943402591599607
6591,2022-10-12 17:00:00+02:00,16.072577522775077
10604,2023-03-29 23:00:00+02:00,16.50325911373062
6171,2022-09-25 05:00:00+02:00,51.19656015616977
4689,2022-07-22 11:00:00+02:00,37.16024380672064
4570,2022-07-17 12:00:00+02:00,-9.498904568802402
4665,2022-07-21 11:00:00+02:00,-52.23893897175327
9890,2023-02-28 04:00:00+01:00,-2.494005383438008
5597,2022-08-29 07:00:00+02:00,-79.26752630279077
9344,2023-02-04 10:00:00+01:00,-4.32796671469319
7530,2022-11-20 20:00:00+01:00,-39.29698093130162
6770,2022-10-20 04:00:00+02:00,18.52451772919348
9139,2023-01-26 21:00:00+01:00,9.76923399468194
7924,2022-12-07 06:00:00+01:00,-77.41460706477972
7609,2022-11-24 03:00:00+01:00,8.142422849127186
6367,2022-10-03 09:00:00+02:00,53.71712382682415
2795,2022-05-01 13:00:00+02:00,-20.112928503937013
1676,2022-03-13 13:00:00+01:00,-40.297394739577925
1832,2022-03-20 01:00:00+01:00,-3.980043859649129
1239,2022-02-23 08:00:00+01:00,-1.1531534162428727
6677,2022-10-16 07:00:00+02:00,10.72044493473065
2019,2022-03-27 21:00:00+02:00,-23.62803237346785
9949,2023-03-02 15:00:00+01:00,-4.373423622413384
5104,2022-08-08 18:00:00+02:00,-46.5490440923183
8728,2023-01-09 18:00:00+01:00,-2.9371826992255308
5928,2022-09-12 02:00:00+02:00,-37.81478260869568
3034,2022-05-11 12:00:00+02:00,2.247664227292318
7769,2022-11-30 19:00:00+01:00,-27.501481751582787
5802,2022-09-06 20:00:00+02:00,76.45496370967749
8651,2023-01-06 13:00:00+01:00,7.305221929184668
2448,2022-04-17 02:00:00+02:00,-26.68105466409216
5113,2022-08-09 03:00:00+02:00,-3.4922673678852902
7728,2022-11-29 02:00:00+01:00,0.334561985298194
1678,2022-03-13 15:00:00+01:00,-2.6423715415020013
7704,2022-11-28 02:00:00+01:00,-14.872611274221953
3519,2022-06-01 17:00:00+02:00,-10.730053596414251
9393,2023-02-06 11:00:00+01:00,4.332237660918707
4705,2022-07-23 03:00:00+02:00,7.689147621383029
7571,2022-11-22 13:00:00+01:00,6.123570225554033
7595,2022-11-23 13:00:00+01:00,43.940598802395215
6241,2022-09-28 03:00:00+02:00,-10.181455348978943
6597,2022-10-12 23:00:00+02:00,-3.735023236163897
3839,2022-06-17 01:00:00+02:00,-8.661675612210672
7568,2022-11-22 10:00:00+01:00,21.791188006105585
5141,2022-08-10 07:00:00+02:00,6.608612907161103
8595,2023-01-04 05:00:00+01:00,-21.503487274375047
3112,2022-05-14 18:00:00+02:00,-4.577328963735482
1431,2022-03-03 08:00:00+01:00,13.306047575480306
6993,2022-10-29 11:00:00+02:00,9.599259568596125
5998,2022-09-18 00:00:00+02:00,-73.92387036791078
7952,2022-12-08 10:00:00+01:00,-25.175037316427225
4492,2022-07-14 06:00:00+02:00,7.101268561313816
9156,2023-01-27 14:00:00+01:00,-7.889869672754941
9640,2023-02-16 18:00:00+01:00,-14.15078449277766
106,2022-01-05 12:00:00+01:00,22.70691434815501
7231,2022-11-08 09:00:00+01:00,12.398451552276214
7543,2022-11-21 09:00:00+01:00,13.399014583333267
4720,2022-07-23 18:00:00+02:00,21.54771257021116
6679,2022-10-16 09:00:00+02:00,-6.66433625964352
9220,2023-01-30 06:00:00+01:00,19.035453798172256
10158,2023-03-11 08:00:00+01:00,16.552580013364377
2005,2022-03-27 07:00:00+02:00,-12.26108444250491
132,2022-01-06 14:00:00+01:00,-4.601571127894033
4527,2022-07-15 17:00:00+02:00,18.22722196883313
4431,2022-07-11 17:00:00+02:00,-14.981633914567794
6167,2022-09-25 01:00:00+02:00,43.44986746040661
