,DELIVERY_START,load_forecast,coal_power_available,gas_power_available,nucelear_power_available,wind_power_forecasts_average,solar_power_forecasts_average,wind_power_forecasts_std,solar_power_forecasts_std,predicted_spot_price,year,month,day,seconds
9050,2023-01-23 04:00:00+01:00,63136.0,2806.0,11945.0,43630.0,3788.0,0.0,77.64086923240477,0.0,142.21,2023,01,23,14400
9269,2023-02-01 07:00:00+01:00,69017.0,3386.0,11945.0,46139.0,5445.0,20.0,179.68501852506486,1.2782749814122838,140.68,2023,02,01,25200
8732,2023-01-09 22:00:00+01:00,59239.0,3386.0,11945.0,46265.0,9360.0,0.0,145.32651797038525,0.0,126.18,2023,01,09,79200
8895,2023-01-16 17:00:00+01:00,66208.0,3386.0,11945.0,47760.0,11082.0,137.0,1074.221564964565,16.038322162176996,142.97,2023,01,16,61200
8844,2023-01-14 14:00:00+01:00,53569.0,3386.0,11945.0,46265.0,14621.0,3276.0,68.47546194724757,61.32099726751342,113.04,2023,01,14,50400
10119,2023-03-09 17:00:00+01:00,52340.0,3386.0,11945.0,39815.0,11960.0,1031.0,499.166246919293,45.32327444425442,121.46,2023,03,09,61200
8814,2023-01-13 08:00:00+01:00,63214.0,3386.0,11945.0,46265.0,12705.0,171.0,105.82494177013989,4.824027552788795,134.02,2023,01,13,28800
8580,2023-01-03 14:00:00+01:00,56325.0,3386.0,11945.0,42390.0,6377.0,3967.0,78.68313636169071,151.6412713063257,153.29,2023,01,03,50400
9839,2023-02-26 01:00:00+01:00,55419.0,3386.0,11742.0,39180.0,8593.0,0.0,128.2001218479534,0.0,136.11,2023,02,26,3600
8684,2023-01-07 22:00:00+01:00,51118.0,3386.0,11945.0,44440.0,11815.0,0.0,319.9284877931111,0.0,122.69,2023,01,07,79200
10129,2023-03-10 03:00:00+01:00,46719.0,3386.0,11945.0,38125.0,12951.0,0.0,26.12914132044496,0.0,97.39,2023,03,10,10800
8712,2023-01-09 02:00:00+01:00,48490.0,3386.0,11945.0,45350.0,14026.0,0.0,25.17994066245297,0.0,64.64,2023,01,09,7200
9640,2023-02-16 18:00:00+01:00,62133.0,3386.0,11945.0,44674.0,6083.0,126.0,405.66844308411055,15.381085065032885,154.01,2023,02,16,64800
9234,2023-01-30 20:00:00+01:00,73582.0,2806.0,11945.0,44430.0,2756.0,0.0,98.75724204909172,0.0,194.65,2023,01,30,72000
9863,2023-02-27 01:00:00+01:00,62322.0,3386.0,11742.0,39615.0,11558.0,0.0,112.994599038027,0.0,128.97,2023,02,27,3600
9005,2023-01-21 07:00:00+01:00,65047.0,2226.0,11945.0,43630.0,5643.0,0.0,119.5289775351072,0.0,135.65,2023,01,21,25200
8602,2023-01-04 12:00:00+01:00,60522.0,2806.0,11945.0,42748.0,13109.0,3592.0,38.9573254037602,71.8274075168264,136.51,2023,01,04,43200
9677,2023-02-18 07:00:00+01:00,48696.0,2226.0,11945.0,42275.0,6123.0,135.0,98.601926295996,2.765331593774846,108.08,2023,02,18,25200
9974,2023-03-03 16:00:00+01:00,57890.0,3226.0,11945.0,39615.0,3993.0,3481.0,151.68560582953492,61.2597060660724,137.1,2023,03,03,57600
9927,2023-03-01 17:00:00+01:00,64043.0,3386.0,11950.0,39615.0,6132.0,1770.0,119.75990531323453,36.24470404664068,145.76,2023,03,01,61200
9405,2023-02-06 23:00:00+01:00,64737.0,3386.0,11945.0,46152.0,5721.0,0.0,286.0162208187304,0.0,162.63,2023,02,06,82800
9888,2023-02-28 02:00:00+01:00,63333.0,3386.0,11747.0,39615.0,7538.0,0.0,102.15687027210052,0.0,137.02,2023,02,28,7200
9267,2023-02-01 05:00:00+01:00,58275.0,2806.0,11945.0,46139.0,5847.0,0.0,158.84768879430987,0.0,108.97,2023,02,01,18000
8911,2023-01-17 09:00:00+01:00,72112.0,3386.0,11945.0,46850.0,2653.0,693.0,324.37346848782744,16.64675280903058,205.9,2023,01,17,32400
8828,2023-01-13 22:00:00+01:00,56333.0,3386.0,11945.0,46265.0,7150.0,0.0,93.21255365416238,0.0,129.42,2023,01,13,79200
9371,2023-02-05 13:00:00+01:00,56063.0,3386.0,11945.0,46830.0,7817.0,5265.0,140.0619494124034,25.98315190669701,125.2,2023,02,05,46800
9019,2023-01-21 21:00:00+01:00,67701.0,3256.0,11945.0,43630.0,6572.0,0.0,243.86145396548145,0.0,172.54,2023,01,21,75600
10162,2023-03-11 12:00:00+01:00,56808.0,3386.0,11945.0,38315.0,3386.0,3910.0,67.54966703352336,77.46768776114862,117.53,2023,03,11,43200
8898,2023-01-16 20:00:00+01:00,66727.0,3386.0,11945.0,47760.0,7128.0,0.0,882.2427733402593,0.0,170.72,2023,01,16,72000
8614,2023-01-05 00:00:00+01:00,51052.0,2806.0,11945.0,42683.0,10470.0,0.0,303.4527883728239,0.0,100.06,2023,01,05,0
9075,2023-01-24 05:00:00+01:00,67208.0,2736.0,11945.0,43630.0,6172.0,0.0,120.35269519969314,0.0,146.56,2023,01,24,18000
8922,2023-01-17 20:00:00+01:00,69819.0,3386.0,11945.0,46850.0,5210.0,0.0,528.1722565032004,0.0,199.43,2023,01,17,72000
9769,2023-02-22 03:00:00+01:00,50667.0,3386.0,11945.0,42615.0,2372.0,0.0,156.34614688907058,0.0,127.26,2023,02,22,10800
9177,2023-01-28 11:00:00+01:00,70523.0,3386.0,11945.0,44846.0,4939.0,3493.0,71.75550808945998,31.33500204150584,168.81,2023,01,28,39600
9046,2023-01-23 00:00:00+01:00,67014.0,2806.0,11945.0,43630.0,3580.0,0.0,118.16168163383549,0.0,154.31,2023,01,23,0
9400,2023-02-06 18:00:00+01:00,69888.0,3386.0,11945.0,46152.0,4829.0,133.0,129.21001730294952,8.564436924394546,200.09,2023,02,06,64800
10429,2023-03-22 15:00:00+01:00,49536.0,3386.0,11945.0,38145.0,10293.0,5100.0,233.1955426484633,173.18505562566156,78.67,2023,03,22,54000
8643,2023-01-06 05:00:00+01:00,48255.0,2806.0,11945.0,43918.0,7205.0,0.0,50.95442023197266,0.0,79.72,2023,01,06,18000
9941,2023-03-02 07:00:00+01:00,73214.0,3386.0,11945.0,39615.0,3441.0,295.0,66.62824873439014,2.1549456720932003,159.55,2023,03,02,25200
8899,2023-01-16 21:00:00+01:00,63048.0,3386.0,11945.0,47760.0,5866.0,0.0,803.8745993179353,0.0,149.42,2023,01,16,75600
8735,2023-01-10 01:00:00+01:00,56050.0,3386.0,11945.0,46265.0,7920.0,0.0,91.1440718317178,0.0,110.1,2023,01,10,3600
9944,2023-03-02 10:00:00+01:00,73774.0,3386.0,11945.0,39615.0,2145.0,5514.0,52.19135856151608,100.34497685028816,174.19,2023,03,02,36000
8845,2023-01-14 15:00:00+01:00,50478.0,3386.0,11945.0,46265.0,14441.0,1901.0,73.2800401590652,72.59959770757382,114.45,2023,01,14,54000
9913,2023-03-01 03:00:00+01:00,63299.0,3386.0,11950.0,39615.0,6172.0,0.0,99.58023007717064,0.0,134.63,2023,03,01,10800
9475,2023-02-09 21:00:00+01:00,68916.0,3386.0,11945.0,47585.0,1011.0,0.0,12.865944958787132,0.0,183.14,2023,02,09,75600
8708,2023-01-08 22:00:00+01:00,51189.0,3386.0,11945.0,45350.0,12425.0,0.0,119.8130388802243,0.0,104.79,2023,01,08,79200
8698,2023-01-08 12:00:00+01:00,54021.0,3386.0,11945.0,45350.0,12068.0,2730.0,195.50875479787192,64.2634742108384,107.89,2023,01,08,43200
8933,2023-01-18 07:00:00+01:00,73210.0,2806.0,11945.0,45940.0,3866.0,0.0,50.50739284526707,0.0,157.82,2023,01,18,25200
8662,2023-01-07 00:00:00+01:00,51890.0,2806.0,11945.0,44440.0,6801.0,0.0,46.94737006005285,0.0,112.39,2023,01,07,0
9966,2023-03-03 08:00:00+01:00,72501.0,3226.0,11945.0,39615.0,3716.0,1571.0,113.34031120387368,12.08209932846962,186.32,2023,03,03,28800
8633,2023-01-05 19:00:00+01:00,60696.0,2806.0,11945.0,43918.0,4135.0,0.0,199.29200678465327,0.0,156.95,2023,01,05,68400
9762,2023-02-21 20:00:00+01:00,58732.0,3386.0,11945.0,43055.0,1714.0,0.0,59.22681717782802,0.0,181.61,2023,02,21,72000
10094,2023-03-08 16:00:00+01:00,54779.0,3386.0,11945.0,39815.0,9906.0,2021.0,811.7760711443407,75.20348586145654,129.99,2023,03,08,57600
9783,2023-02-22 17:00:00+01:00,55986.0,3386.0,11945.0,43510.0,1929.0,507.0,150.6821604970659,11.77635511024269,151.62,2023,02,22,61200
9080,2023-01-24 10:00:00+01:00,79441.0,3186.0,11945.0,43630.0,5340.0,2932.0,31.37481609455749,19.88833204755961,236.44,2023,01,24,36000
9972,2023-03-03 14:00:00+01:00,62344.0,3226.0,11945.0,39615.0,3153.0,6723.0,146.44739625299272,30.506615590249524,137.78,2023,03,03,50400
9384,2023-02-06 02:00:00+01:00,56758.0,3386.0,11945.0,44822.0,6531.0,0.0,96.09363625185914,0.0,138.59,2023,02,06,7200
10011,2023-03-05 05:00:00+01:00,51223.0,3386.0,11945.0,38081.0,1938.0,0.0,22.72462313729389,0.0,126.29,2023,03,05,18000
9099,2023-01-25 05:00:00+01:00,65431.0,3256.0,11945.0,43525.0,2298.0,0.0,57.938354664043295,0.0,156.4,2023,01,25,18000
9137,2023-01-26 19:00:00+01:00,78492.0,3386.0,11945.0,45930.0,6681.0,0.0,507.5646960092082,0.0,197.53,2023,01,26,68400
10435,2023-03-22 21:00:00+01:00,48463.0,3386.0,11945.0,38145.0,11182.0,0.0,401.3880915024776,0.0,117.2,2023,03,22,75600
9486,2023-02-10 08:00:00+01:00,75932.0,3386.0,11742.0,46655.0,1200.0,910.0,59.47306744766065,5.901146448933857,188.38,2023,02,10,28800
9513,2023-02-11 11:00:00+01:00,65087.0,3386.0,11945.0,44480.0,1237.0,7314.0,9.888925607628105,54.59356662043485,147.92,2023,02,11,39600
8978,2023-01-20 04:00:00+01:00,62462.0,1646.0,11945.0,44370.0,2877.0,0.0,59.974967545019496,0.0,138.12,2023,01,20,14400
9003,2023-01-21 05:00:00+01:00,60917.0,2226.0,11945.0,43630.0,5214.0,0.0,162.24101534082962,0.0,131.59,2023,01,21,18000
10147,2023-03-10 21:00:00+01:00,56115.0,3386.0,11945.0,39625.0,4465.0,0.0,649.6925493879074,0.0,132.72,2023,03,10,75600
8785,2023-01-12 03:00:00+01:00,50267.0,3386.0,11945.0,46265.0,14228.0,0.0,33.77182180031755,0.0,86.11,2023,01,12,10800
9708,2023-02-19 14:00:00+01:00,46675.0,3386.0,11945.0,42165.0,2808.0,6398.0,46.67436911224555,32.29755955085729,95.02,2023,02,19,50400
9964,2023-03-03 06:00:00+01:00,66415.0,3226.0,11945.0,39615.0,3793.0,0.0,73.82475717021937,0.0,144.27,2023,03,03,21600
9335,2023-02-04 01:00:00+01:00,56733.0,3386.0,11945.0,44950.0,2748.0,0.0,28.55364175576103,0.0,138.5,2023,02,04,3600
9473,2023-02-09 19:00:00+01:00,75087.0,3386.0,11945.0,47585.0,944.0,0.0,16.363407686393174,0.0,193.22,2023,02,09,68400
9281,2023-02-01 19:00:00+01:00,71128.0,3386.0,11945.0,46514.0,7188.0,0.0,221.4537681516651,0.0,179.14,2023,02,01,68400
8777,2023-01-11 19:00:00+01:00,63601.0,3386.0,11945.0,46265.0,12281.0,0.0,361.1564263386636,0.0,177.85,2023,01,11,68400
8686,2023-01-08 00:00:00+01:00,50774.0,3386.0,11945.0,44440.0,10923.0,0.0,43.70792094050184,0.0,114.74,2023,01,08,0
9809,2023-02-23 19:00:00+01:00,63728.0,3386.0,11945.0,43495.0,5127.0,0.0,201.63999036472387,0.0,167.48,2023,02,23,68400
10164,2023-03-11 14:00:00+01:00,53105.0,3386.0,11945.0,38315.0,3332.0,4086.0,65.57727567509428,62.28657678070647,108.08,2023,03,11,50400
10043,2023-03-06 13:00:00+01:00,64419.0,3386.0,11945.0,38315.0,3310.0,7045.0,186.12551110031345,78.60540984891766,152.79,2023,03,06,46800
9300,2023-02-02 14:00:00+01:00,65762.0,2806.0,11945.0,45670.0,5688.0,4746.0,56.10963241434756,46.901091866828416,147.2,2023,02,02,50400
9555,2023-02-13 05:00:00+01:00,59523.0,2806.0,11945.0,44470.0,2479.0,0.0,17.269963346426977,0.0,127.1,2023,02,13,18000
9502,2023-02-11 00:00:00+01:00,63555.0,3386.0,11945.0,44265.0,2059.0,0.0,46.07538579839088,0.0,150.91,2023,02,11,0
10049,2023-03-06 19:00:00+01:00,68283.0,3386.0,11945.0,38315.0,3936.0,0.0,231.5396911361605,0.0,184.17,2023,03,06,68400
9833,2023-02-25 19:00:00+01:00,58563.0,3386.0,11945.0,41055.0,7208.0,0.0,138.48124908884347,0.0,148.82,2023,02,25,68400
9172,2023-01-28 06:00:00+01:00,62153.0,3386.0,11945.0,44846.0,5299.0,0.0,60.30109636003453,0.0,130.54,2023,01,28,21600
8745,2023-01-10 11:00:00+01:00,67086.0,3386.0,11945.0,46265.0,9741.0,3525.0,295.18378566625546,50.09810636578886,166.26,2023,01,10,39600
9006,2023-01-21 08:00:00+01:00,67295.0,2226.0,11945.0,43630.0,5899.0,379.0,137.55560966981298,6.2862023407842536,148.52,2023,01,21,28800
9625,2023-02-16 03:00:00+01:00,54933.0,3386.0,11945.0,44674.0,3636.0,0.0,159.05917220153614,0.0,134.73,2023,02,16,10800
9009,2023-01-21 11:00:00+01:00,71215.0,2226.0,11945.0,43630.0,5828.0,4890.0,218.84844936816413,27.33291487006331,167.71,2023,01,21,39600
9695,2023-02-19 01:00:00+01:00,47941.0,3386.0,11945.0,42165.0,6946.0,0.0,117.92847062099324,0.0,117.47,2023,02,19,3600
9436,2023-02-08 06:00:00+01:00,69024.0,3386.0,11945.0,46000.0,3099.0,0.0,73.91350270656193,0.0,153.48,2023,02,08,21600
8769,2023-01-11 11:00:00+01:00,63889.0,3386.0,11945.0,46265.0,8649.0,2826.0,316.4538603835227,18.556749208211585,150.64,2023,01,11,39600
10460,2023-03-23 22:00:00+01:00,46404.0,3386.0,11945.0,39350.0,12393.0,0.0,195.3487946911927,0.0,110.49,2023,03,23,79200
8860,2023-01-15 06:00:00+01:00,46345.0,3386.0,11945.0,46265.0,12218.0,0.0,175.66219252403943,0.0,59.42,2023,01,15,21600
9045,2023-01-22 23:00:00+01:00,69445.0,2806.0,11945.0,43630.0,3653.0,0.0,279.58170995199674,0.0,169.82,2023,01,22,82800
9928,2023-03-01 18:00:00+01:00,68900.0,3386.0,11950.0,39615.0,6108.0,326.0,126.21503444770342,11.31230542233786,164.4,2023,03,01,64800
10285,2023-03-16 15:00:00+01:00,49972.0,3386.0,11945.0,38315.0,5283.0,7792.0,160.9210074381855,18.236780382791167,95.99,2023,03,16,54000
9192,2023-01-29 02:00:00+01:00,66060.0,3386.0,11945.0,44845.0,2232.0,0.0,34.214672157565644,0.0,136.28,2023,01,29,7200
8979,2023-01-20 05:00:00+01:00,64736.0,1646.0,11945.0,44370.0,2865.0,0.0,83.84215250068252,0.0,138.12,2023,01,20,18000
10444,2023-03-23 06:00:00+01:00,46511.0,3386.0,11945.0,38020.0,9774.0,43.0,64.76220958900079,1.5893847208431566,80.59,2023,03,23,21600
8949,2023-01-18 23:00:00+01:00,68569.0,2806.0,11945.0,46850.0,4089.0,0.0,265.26278076115943,0.0,150.61,2023,01,18,82800
9778,2023-02-22 12:00:00+01:00,61695.0,3386.0,11945.0,42630.0,2411.0,3107.0,268.52215375797863,30.97036323152853,147.18,2023,02,22,43200
9461,2023-02-09 07:00:00+01:00,76311.0,3386.0,11945.0,47500.0,1326.0,100.0,11.892767066445488,14.001050380764502,162.71,2023,02,09,25200
8975,2023-01-20 01:00:00+01:00,66608.0,1646.0,11945.0,43460.0,2329.0,0.0,36.6051623203167,0.0,157.88,2023,01,20,3600
10304,2023-03-17 10:00:00+01:00,54457.0,3086.0,11945.0,38315.0,6210.0,5525.0,104.09209095167964,99.99660124943205,111.32,2023,03,17,36000
9691,2023-02-18 21:00:00+01:00,49107.0,2226.0,11945.0,42275.0,6677.0,0.0,148.23959585002137,0.0,140.16,2023,02,18,75600
10132,2023-03-10 06:00:00+01:00,52181.0,3386.0,11945.0,38125.0,12678.0,0.0,218.69527700205657,0.0,96.36,2023,03,10,21600
9661,2023-02-17 15:00:00+01:00,53707.0,2806.0,11945.0,44655.0,7157.0,4427.0,79.94098517726222,90.44283909109215,120.66,2023,02,17,54000
9390,2023-02-06 08:00:00+01:00,70982.0,3386.0,11945.0,44822.0,4635.0,717.0,164.9695951388057,10.826845719566506,204.19,2023,02,06,28800
9630,2023-02-16 08:00:00+01:00,67902.0,3386.0,11945.0,44674.0,3770.0,844.0,153.75352698011034,31.698951550670586,170.03,2023,02,16,28800
8604,2023-01-04 14:00:00+01:00,57810.0,2806.0,11945.0,42748.0,13070.0,2916.0,75.65012343988987,57.82246888966901,126.76,2023,01,04,50400
9134,2023-01-26 16:00:00+01:00,73342.0,3126.0,11945.0,45930.0,5965.0,1274.0,482.2369765865132,25.938189654246997,170.78,2023,01,26,57600
9271,2023-02-01 09:00:00+01:00,72266.0,3386.0,11945.0,46139.0,5380.0,1657.0,60.469865016910646,16.34243443917364,179.2,2023,02,01,32400
8607,2023-01-04 17:00:00+01:00,58135.0,2806.0,11945.0,42748.0,12570.0,136.0,141.2674149961086,6.8764031757104345,125.19,2023,01,04,61200
9493,2023-02-10 15:00:00+01:00,64716.0,3386.0,11945.0,46655.0,1207.0,5633.0,44.81888597101173,105.46620612746374,143.78,2023,02,10,54000
9599,2023-02-15 01:00:00+01:00,59583.0,3386.0,11945.0,45090.0,3951.0,0.0,31.985750503843416,0.0,135.65,2023,02,15,3600
9218,2023-01-30 04:00:00+01:00,59976.0,2806.0,11945.0,44430.0,6164.0,0.0,53.45063693011776,0.0,105.78,2023,01,30,14400
9068,2023-01-23 22:00:00+01:00,71809.0,2736.0,11945.0,43630.0,7226.0,0.0,193.18704646180296,0.0,197.29,2023,01,23,79200
9149,2023-01-27 07:00:00+01:00,74809.0,3386.0,11945.0,44655.0,7050.0,0.0,75.97740032060302,0.0,154.76,2023,01,27,25200
9614,2023-02-15 16:00:00+01:00,56943.0,3386.0,11945.0,45090.0,1501.0,3231.0,141.2215078722583,97.93974094892702,133.66,2023,02,15,57600
10256,2023-03-15 10:00:00+01:00,60768.0,3386.0,11945.0,38315.0,2062.0,6630.0,86.06869501414505,53.80821061336041,158.98,2023,03,15,36000
9892,2023-02-28 06:00:00+01:00,68343.0,3386.0,11747.0,39615.0,7297.0,0.0,135.58554929073625,0.0,142.75,2023,02,28,21600
9891,2023-02-28 05:00:00+01:00,63097.0,3386.0,11747.0,39615.0,7302.0,0.0,108.42769645933274,0.0,136.74,2023,02,28,18000
8628,2023-01-05 14:00:00+01:00,56873.0,2806.0,11945.0,43918.0,3740.0,3453.0,186.4258688464756,18.036636644283416,126.24,2023,01,05,50400
10603,2023-03-29 22:00:00+02:00,47967.0,3386.0,11952.0,38320.0,9636.0,0.0,156.66918944270708,0.0,136.74,2023,03,29,79200
8865,2023-01-15 11:00:00+01:00,54818.0,3386.0,11945.0,46265.0,14255.0,3146.0,71.13020832211662,32.895954019448546,113.92,2023,01,15,39600
8910,2023-01-17 08:00:00+01:00,71660.0,3386.0,11945.0,46850.0,2522.0,138.0,292.8550244736754,2.4125218005043005,195.8,2023,01,17,28800
10001,2023-03-04 19:00:00+01:00,60781.0,3386.0,11945.0,38081.0,2965.0,0.0,96.18449533504436,0.0,163.33,2023,03,04,68400
8683,2023-01-07 21:00:00+01:00,50734.0,3386.0,11945.0,44440.0,12400.0,0.0,150.67551596430982,0.0,136.9,2023,01,07,75600
9130,2023-01-26 12:00:00+01:00,77854.0,3126.0,11945.0,45930.0,5688.0,4010.0,96.75183874559474,32.29986138904662,187.43,2023,01,26,43200
10014,2023-03-05 08:00:00+01:00,54797.0,3386.0,11945.0,38081.0,1512.0,1899.0,9.40588051355607,11.64171000174391,130.75,2023,03,05,28800
8672,2023-01-07 10:00:00+01:00,55109.0,2806.0,11945.0,44440.0,11860.0,2274.0,102.32448706734182,15.79732748143021,143.24,2023,01,07,36000
9584,2023-02-14 10:00:00+01:00,71941.0,3386.0,11945.0,45090.0,2136.0,6197.0,17.586759725630476,24.89953670461716,184.98,2023,02,14,36000
10018,2023-03-05 12:00:00+01:00,57837.0,3386.0,11945.0,38081.0,1240.0,8669.0,8.931108883131644,42.12698667761419,125.15,2023,03,05,43200
9183,2023-01-28 17:00:00+01:00,65547.0,3386.0,11945.0,44846.0,3719.0,298.0,54.80099639923713,18.15233160938679,158.88,2023,01,28,61200
9445,2023-02-08 15:00:00+01:00,65662.0,3386.0,11945.0,46000.0,1752.0,5480.0,66.1388810557118,178.57783861511064,149.24,2023,02,08,54000
10099,2023-03-08 21:00:00+01:00,54988.0,3386.0,11945.0,39815.0,12243.0,0.0,943.8061355111946,0.0,157.27,2023,03,08,75600
8707,2023-01-08 21:00:00+01:00,51111.0,3386.0,11945.0,45350.0,11898.0,0.0,247.2608207785132,0.0,116.18,2023,01,08,75600
8676,2023-01-07 14:00:00+01:00,52477.0,3386.0,11945.0,44440.0,12695.0,3068.0,111.7580398768882,13.91993914793998,125.14,2023,01,07,50400
9995,2023-03-04 13:00:00+01:00,58141.0,3386.0,11945.0,38081.0,2918.0,7736.0,45.60558388010992,133.8867558748546,128.9,2023,03,04,46800
9554,2023-02-13 04:00:00+01:00,56479.0,2806.0,11945.0,44470.0,2615.0,0.0,31.677139651025595,0.0,129.43,2023,02,13,14400
9027,2023-01-22 05:00:00+01:00,61792.0,2226.0,11945.0,43630.0,5258.0,0.0,40.23058537978218,0.0,128.03,2023,01,22,18000
9437,2023-02-08 07:00:00+01:00,74333.0,3386.0,11945.0,46000.0,3240.0,83.0,48.26154235608534,2.541164366952536,174.26,2023,02,08,25200
10107,2023-03-09 05:00:00+01:00,47498.0,3386.0,11945.0,38315.0,12808.0,0.0,89.96675130218532,0.0,100.99,2023,03,09,18000
9528,2023-02-12 02:00:00+01:00,59177.0,3386.0,11945.0,44480.0,2703.0,0.0,25.53659427290222,0.0,144.57,2023,02,12,7200
8701,2023-01-08 15:00:00+01:00,48422.0,3386.0,11945.0,45350.0,10750.0,970.0,472.30261351188807,178.57649421386432,93.66,2023,01,08,54000
8591,2023-01-04 01:00:00+01:00,51051.0,2806.0,11945.0,42748.0,12116.0,0.0,100.24096784242964,0.0,102.25,2023,01,04,3600
9387,2023-02-06 05:00:00+01:00,56675.0,3386.0,11945.0,44822.0,5495.0,0.0,139.0833671095723,0.0,132.45,2023,02,06,18000
9240,2023-01-31 02:00:00+01:00,64895.0,2806.0,11945.0,45240.0,2540.0,0.0,26.37766187044696,0.0,146.89,2023,01,31,7200
9840,2023-02-26 02:00:00+01:00,55327.0,3386.0,11742.0,39180.0,8396.0,0.0,98.6212302641954,0.0,127.09,2023,02,26,7200
9990,2023-03-04 08:00:00+01:00,61387.0,3386.0,11945.0,38081.0,2829.0,1761.0,81.88370519505447,9.121725842895373,141.17,2023,03,04,28800
9992,2023-03-04 10:00:00+01:00,61257.0,3386.0,11945.0,38081.0,2650.0,6220.0,15.495308166132128,65.64033512080252,147.64,2023,03,04,36000
9160,2023-01-27 18:00:00+01:00,75906.0,3326.0,11945.0,44655.0,6668.0,0.0,257.17296230296563,0.0,191.92,2023,01,27,64800
10009,2023-03-05 03:00:00+01:00,52630.0,3386.0,11945.0,38081.0,2292.0,0.0,39.58431887317997,0.0,139.54,2023,03,05,10800
8841,2023-01-14 11:00:00+01:00,56523.0,3386.0,11945.0,46265.0,14777.0,3261.0,12.985159956079606,34.21825373815679,130.29,2023,01,14,39600
9517,2023-02-11 15:00:00+01:00,55311.0,3386.0,11945.0,44480.0,1020.0,5864.0,59.5027743784282,155.89673780147825,125.07,2023,02,11,54000
8696,2023-01-08 10:00:00+01:00,51520.0,3386.0,11945.0,45350.0,10719.0,1528.0,147.90436982854462,23.911601909582465,108.54,2023,01,08,36000
9543,2023-02-12 17:00:00+01:00,51577.0,3386.0,11945.0,44480.0,1797.0,1089.0,50.51753585213187,21.396261355666766,128.84,2023,02,12,61200
8771,2023-01-11 13:00:00+01:00,61680.0,3386.0,11945.0,46265.0,10191.0,3365.0,101.8217236089284,36.26774976756354,147.97,2023,01,11,46800
