,DELIVERY_START,spot_id_delta
45,2022-01-02 23:00:00+01:00,28.81573993331624
46,2022-01-03 00:00:00+01:00,6.956089787525703
47,2022-01-03 01:00:00+01:00,9.523311064037802
48,2022-01-03 02:00:00+01:00,3.8418497757847527
49,2022-01-03 03:00:00+01:00,0.8347310800243288
50,2022-01-03 04:00:00+01:00,0.7521929528312506
51,2022-01-03 05:00:00+01:00,0.6176111111111111
55,2022-01-03 09:00:00+01:00,-31.492877749360645
57,2022-01-03 11:00:00+01:00,7.852976610914922
58,2022-01-03 12:00:00+01:00,24.42425643767264
59,2022-01-03 13:00:00+01:00,28.553172778561347
61,2022-01-03 15:00:00+01:00,-2.158695531059749
62,2022-01-03 16:00:00+01:00,-1.002348044246773
63,2022-01-03 17:00:00+01:00,0.4329193318015143
66,2022-01-03 20:00:00+01:00,10.613877514581588
67,2022-01-03 21:00:00+01:00,31.950773035500603
68,2022-01-03 22:00:00+01:00,26.938920647277985
72,2022-01-04 02:00:00+01:00,1.4652308819936335
75,2022-01-04 05:00:00+01:00,3.641468823574087
77,2022-01-04 07:00:00+01:00,-1.2819601047753224
79,2022-01-04 09:00:00+01:00,2.7166531724406298
80,2022-01-04 10:00:00+01:00,2.6257753521884126
81,2022-01-04 11:00:00+01:00,11.744638270684703
82,2022-01-04 12:00:00+01:00,15.945612993909124
84,2022-01-04 14:00:00+01:00,27.7318942560955
86,2022-01-04 16:00:00+01:00,39.33986489266852
88,2022-01-04 18:00:00+01:00,30.20845088108493
89,2022-01-04 19:00:00+01:00,27.33428464625797
90,2022-01-04 20:00:00+01:00,35.396326268714745
91,2022-01-04 21:00:00+01:00,33.90994487264561
93,2022-01-04 23:00:00+01:00,54.42381109454786
95,2022-01-05 01:00:00+01:00,29.27174998006859
97,2022-01-05 03:00:00+01:00,27.31993771401584
98,2022-01-05 04:00:00+01:00,26.06535137968476
99,2022-01-05 05:00:00+01:00,38.556173445656086
100,2022-01-05 06:00:00+01:00,7.695582494190546
101,2022-01-05 07:00:00+01:00,-6.7002209542309
102,2022-01-05 08:00:00+01:00,26.90298649890437
103,2022-01-05 09:00:00+01:00,16.75256227758004
105,2022-01-05 11:00:00+01:00,23.929845468053514
106,2022-01-05 12:00:00+01:00,22.70691434815501
107,2022-01-05 13:00:00+01:00,16.624145108788724
109,2022-01-05 15:00:00+01:00,-1.170059735904431
110,2022-01-05 16:00:00+01:00,4.036901099904185
112,2022-01-05 18:00:00+01:00,-6.802424416694066
113,2022-01-05 19:00:00+01:00,-8.552322246414917
114,2022-01-05 20:00:00+01:00,3.289146965297931
115,2022-01-05 21:00:00+01:00,5.1311392587261935
116,2022-01-05 22:00:00+01:00,9.229089195979896
117,2022-01-05 23:00:00+01:00,-0.0160246113034929
118,2022-01-06 00:00:00+01:00,-22.401444021138047
119,2022-01-06 01:00:00+01:00,-21.35595803896382
120,2022-01-06 02:00:00+01:00,-15.921996113760828
121,2022-01-06 03:00:00+01:00,2.125632271600267
123,2022-01-06 05:00:00+01:00,-13.572035035408136
124,2022-01-06 06:00:00+01:00,0.1177530657748207
125,2022-01-06 07:00:00+01:00,1.798005427408441
126,2022-01-06 08:00:00+01:00,-4.943402591599607
127,2022-01-06 09:00:00+01:00,-7.389807353702736
129,2022-01-06 11:00:00+01:00,20.63646335090968
130,2022-01-06 12:00:00+01:00,14.679513295186808
132,2022-01-06 14:00:00+01:00,-4.601571127894033
133,2022-01-06 15:00:00+01:00,-19.306137871530154
134,2022-01-06 16:00:00+01:00,-22.490845866952668
136,2022-01-06 18:00:00+01:00,-14.885874251190389
137,2022-01-06 19:00:00+01:00,-22.41305246422894
138,2022-01-06 20:00:00+01:00,-8.568512299307713
139,2022-01-06 21:00:00+01:00,-0.9527887217572016
140,2022-01-06 22:00:00+01:00,2.468630040837155
145,2022-01-07 03:00:00+01:00,1.310314904531225
146,2022-01-07 04:00:00+01:00,-5.126416156908448
148,2022-01-07 06:00:00+01:00,20.842842639593925
149,2022-01-07 07:00:00+01:00,6.563372277227728
150,2022-01-07 08:00:00+01:00,-1.3396641337385802
151,2022-01-07 09:00:00+01:00,11.436534667518288
152,2022-01-07 10:00:00+01:00,2.4727052715654736
153,2022-01-07 11:00:00+01:00,-6.421932208940575
154,2022-01-07 12:00:00+01:00,-8.418463334630559
155,2022-01-07 13:00:00+01:00,-16.465613647937516
156,2022-01-07 14:00:00+01:00,-9.254201830500392
157,2022-01-07 15:00:00+01:00,-6.478097590099878
158,2022-01-07 16:00:00+01:00,1.698496702468418
161,2022-01-07 19:00:00+01:00,2.904467189314744
162,2022-01-07 20:00:00+01:00,4.204701818418812
163,2022-01-07 21:00:00+01:00,20.9223244694237
164,2022-01-07 22:00:00+01:00,19.336428873656587
167,2022-01-08 01:00:00+01:00,44.398694651320255
169,2022-01-08 03:00:00+01:00,36.673378477980464
170,2022-01-08 04:00:00+01:00,36.63273529668794
171,2022-01-08 05:00:00+01:00,47.91853138915568
173,2022-01-08 07:00:00+01:00,28.396228056726727
175,2022-01-08 09:00:00+01:00,4.4405255547872
176,2022-01-08 10:00:00+01:00,-1.6741401003145313
178,2022-01-08 12:00:00+01:00,1.134513609467433
179,2022-01-08 13:00:00+01:00,6.049301611302724
180,2022-01-08 14:00:00+01:00,7.137294529776312
181,2022-01-08 15:00:00+01:00,7.875456338250359
182,2022-01-08 16:00:00+01:00,2.8930118216013057
183,2022-01-08 17:00:00+01:00,-0.4866559098962568
184,2022-01-08 18:00:00+01:00,9.68748879396722
185,2022-01-08 19:00:00+01:00,19.617525601333625
187,2022-01-08 21:00:00+01:00,39.166988608221885
188,2022-01-08 22:00:00+01:00,29.985480202767505
189,2022-01-08 23:00:00+01:00,2.5377387903492377
190,2022-01-09 00:00:00+01:00,16.119200217627835
191,2022-01-09 01:00:00+01:00,4.157095785440617
192,2022-01-09 02:00:00+01:00,8.504673575129544
193,2022-01-09 03:00:00+01:00,6.563104296066257
194,2022-01-09 04:00:00+01:00,11.632029304453576
195,2022-01-09 05:00:00+01:00,16.248756577562617
196,2022-01-09 06:00:00+01:00,13.967812039053156
197,2022-01-09 07:00:00+01:00,10.669332710668328
198,2022-01-09 08:00:00+01:00,19.2697039428176
200,2022-01-09 10:00:00+01:00,21.64202412545237
201,2022-01-09 11:00:00+01:00,50.31476244712008
202,2022-01-09 12:00:00+01:00,41.59439809507009
203,2022-01-09 13:00:00+01:00,40.77319324853229
205,2022-01-09 15:00:00+01:00,20.23629806222874
210,2022-01-09 20:00:00+01:00,11.807781588919426
212,2022-01-09 22:00:00+01:00,12.921839556863972
213,2022-01-09 23:00:00+01:00,4.300690363673709
216,2022-01-10 02:00:00+01:00,-2.063572348647483
217,2022-01-10 03:00:00+01:00,0.7919908917471616
218,2022-01-10 04:00:00+01:00,3.362352980044932
220,2022-01-10 06:00:00+01:00,10.372659630606847
221,2022-01-10 07:00:00+01:00,-4.351205213391268
222,2022-01-10 08:00:00+01:00,12.218325258328662
223,2022-01-10 09:00:00+01:00,11.4635921178496
224,2022-01-10 10:00:00+01:00,9.528179478260824
225,2022-01-10 11:00:00+01:00,6.270300072785062
226,2022-01-10 12:00:00+01:00,8.78398305084744
228,2022-01-10 14:00:00+01:00,18.354317027460183
229,2022-01-10 15:00:00+01:00,17.156008079447872
230,2022-01-10 16:00:00+01:00,25.799942129180067
231,2022-01-10 17:00:00+01:00,20.03978146936436
233,2022-01-10 19:00:00+01:00,10.74904106873862
234,2022-01-10 20:00:00+01:00,13.1711420600858
238,2022-01-11 00:00:00+01:00,-0.6976083032490976
240,2022-01-11 02:00:00+01:00,10.002093492093508
242,2022-01-11 04:00:00+01:00,0.0786898191389866
244,2022-01-11 06:00:00+01:00,-2.668952573489236
245,2022-01-11 07:00:00+01:00,-14.689307100085555
246,2022-01-11 08:00:00+01:00,-18.705991311693023
247,2022-01-11 09:00:00+01:00,-15.748022752115332
248,2022-01-11 10:00:00+01:00,-7.519855101152075
249,2022-01-11 11:00:00+01:00,-4.295495611856268
250,2022-01-11 12:00:00+01:00,-7.005272240973028
253,2022-01-11 15:00:00+01:00,-26.677235712455115
254,2022-01-11 16:00:00+01:00,-19.3560163382989
255,2022-01-11 17:00:00+01:00,-36.444752629304105
256,2022-01-11 18:00:00+01:00,-31.17694247711171
258,2022-01-11 20:00:00+01:00,-28.466723163841777
259,2022-01-11 21:00:00+01:00,-11.289019600893226
260,2022-01-11 22:00:00+01:00,-14.272434309406576
261,2022-01-11 23:00:00+01:00,-6.034084421762799
263,2022-01-12 01:00:00+01:00,-13.824324324324325
264,2022-01-12 02:00:00+01:00,-1.3262263412087236
265,2022-01-12 03:00:00+01:00,13.261485397257388
267,2022-01-12 05:00:00+01:00,5.268016471728146
268,2022-01-12 06:00:00+01:00,1.368091474797751
269,2022-01-12 07:00:00+01:00,-7.596661286417543
270,2022-01-12 08:00:00+01:00,-2.0853718166383715
271,2022-01-12 09:00:00+01:00,-2.795511347372724
274,2022-01-12 12:00:00+01:00,1.19012952700092
278,2022-01-12 16:00:00+01:00,14.103826795183522
279,2022-01-12 17:00:00+01:00,8.342840848754179
280,2022-01-12 18:00:00+01:00,7.438759047738586
281,2022-01-12 19:00:00+01:00,10.581377058375722
282,2022-01-12 20:00:00+01:00,3.5953401509192133
283,2022-01-12 21:00:00+01:00,5.845743055267178
284,2022-01-12 22:00:00+01:00,8.391326685760788
285,2022-01-12 23:00:00+01:00,9.748666386936575
286,2022-01-13 00:00:00+01:00,-0.9721343719571678
289,2022-01-13 03:00:00+01:00,-4.462650089297966
290,2022-01-13 04:00:00+01:00,-5.630830979498853
291,2022-01-13 05:00:00+01:00,-2.953145202668054
293,2022-01-13 07:00:00+01:00,21.900369215621936
297,2022-01-13 11:00:00+01:00,9.83105174187861
298,2022-01-13 12:00:00+01:00,7.423642407906527
299,2022-01-13 13:00:00+01:00,-0.332769424244077
300,2022-01-13 14:00:00+01:00,-5.622407165840514
301,2022-01-13 15:00:00+01:00,-6.626469517743402
305,2022-01-13 19:00:00+01:00,-7.387865351921107
306,2022-01-13 20:00:00+01:00,-6.632724543802823
307,2022-01-13 21:00:00+01:00,-11.310034364261156
308,2022-01-13 22:00:00+01:00,-4.266306624605676
309,2022-01-13 23:00:00+01:00,-2.2755139323857634
310,2022-01-14 00:00:00+01:00,-9.922919439579688
312,2022-01-14 02:00:00+01:00,-13.01881376355604
313,2022-01-14 03:00:00+01:00,-10.227026204197044
315,2022-01-14 05:00:00+01:00,-13.238499104671943
316,2022-01-14 06:00:00+01:00,0.5703584781174413
317,2022-01-14 07:00:00+01:00,-15.204069648841624
318,2022-01-14 08:00:00+01:00,-9.632018831553978
319,2022-01-14 09:00:00+01:00,-2.7787820233425577
320,2022-01-14 10:00:00+01:00,8.857882455566426
322,2022-01-14 12:00:00+01:00,7.976684666532321
324,2022-01-14 14:00:00+01:00,6.500668192219678
325,2022-01-14 15:00:00+01:00,8.431695066842394
326,2022-01-14 16:00:00+01:00,1.322635756244125
327,2022-01-14 17:00:00+01:00,3.4925712212817075
328,2022-01-14 18:00:00+01:00,-10.828802016498685
332,2022-01-14 22:00:00+01:00,4.300653809971806
334,2022-01-15 00:00:00+01:00,-2.794246105919001
335,2022-01-15 01:00:00+01:00,-0.5837955422203152
336,2022-01-15 02:00:00+01:00,8.520807225063919
339,2022-01-15 05:00:00+01:00,5.475547276039066
341,2022-01-15 07:00:00+01:00,-1.0545455129440595
342,2022-01-15 08:00:00+01:00,-0.4712474319993589
344,2022-01-15 10:00:00+01:00,8.495795781063833
345,2022-01-15 11:00:00+01:00,11.71456019412122
346,2022-01-15 12:00:00+01:00,16.830767211703943
347,2022-01-15 13:00:00+01:00,16.27758816011155
350,2022-01-15 16:00:00+01:00,4.462263727197723
351,2022-01-15 17:00:00+01:00,-3.633361942747513
352,2022-01-15 18:00:00+01:00,1.0482066056790131
354,2022-01-15 20:00:00+01:00,24.50547625737568
357,2022-01-15 23:00:00+01:00,16.710619071815728
358,2022-01-16 00:00:00+01:00,-2.22009776095868
359,2022-01-16 01:00:00+01:00,4.530267827801481
360,2022-01-16 02:00:00+01:00,11.557220978573724
361,2022-01-16 03:00:00+01:00,27.99883339687381
362,2022-01-16 04:00:00+01:00,15.06141179128079
363,2022-01-16 05:00:00+01:00,21.84833013803683
364,2022-01-16 06:00:00+01:00,13.74726898047723
367,2022-01-16 09:00:00+01:00,33.60479774161408
369,2022-01-16 11:00:00+01:00,23.849794316644108
370,2022-01-16 12:00:00+01:00,25.163211721414427
371,2022-01-16 13:00:00+01:00,28.802252435252285
372,2022-01-16 14:00:00+01:00,25.57615077408539
373,2022-01-16 15:00:00+01:00,20.918371035826425
376,2022-01-16 18:00:00+01:00,5.257157646132669
377,2022-01-16 19:00:00+01:00,6.44976871160992
378,2022-01-16 20:00:00+01:00,5.203513110416168
379,2022-01-16 21:00:00+01:00,8.2439363107176
380,2022-01-16 22:00:00+01:00,2.513820096131809
381,2022-01-16 23:00:00+01:00,13.916840210141087
382,2022-01-17 00:00:00+01:00,-32.159343906148166
385,2022-01-17 03:00:00+01:00,-7.981566838046291
386,2022-01-17 04:00:00+01:00,-4.704848759830639
387,2022-01-17 05:00:00+01:00,-5.3013808529674975
388,2022-01-17 06:00:00+01:00,-12.968307295204454
390,2022-01-17 08:00:00+01:00,-4.695055519867879
391,2022-01-17 09:00:00+01:00,-3.453747229966382
393,2022-01-17 11:00:00+01:00,-12.336289140572944
394,2022-01-17 12:00:00+01:00,-2.533185909641759
396,2022-01-17 14:00:00+01:00,6.061243830207332
398,2022-01-17 16:00:00+01:00,-0.439161282531245
400,2022-01-17 18:00:00+01:00,-12.885896482486771
401,2022-01-17 19:00:00+01:00,-0.2806285072951482
405,2022-01-17 23:00:00+01:00,-6.413653765169755
406,2022-01-18 00:00:00+01:00,-3.954513506063961
407,2022-01-18 01:00:00+01:00,-7.72005747973472
408,2022-01-18 02:00:00+01:00,-1.42829150823826
409,2022-01-18 03:00:00+01:00,-0.742443802586962
411,2022-01-18 05:00:00+01:00,-11.585349957836428
412,2022-01-18 06:00:00+01:00,-10.688943955218804
413,2022-01-18 07:00:00+01:00,-10.878269416072442
414,2022-01-18 08:00:00+01:00,-19.243314931806083
415,2022-01-18 09:00:00+01:00,-7.901814541544581
417,2022-01-18 11:00:00+01:00,-8.84883563567655
419,2022-01-18 13:00:00+01:00,-9.619950407554938
421,2022-01-18 15:00:00+01:00,-3.531863171505819
422,2022-01-18 16:00:00+01:00,-5.985715742682856
423,2022-01-18 17:00:00+01:00,-8.03088007855655
425,2022-01-18 19:00:00+01:00,9.000678739483817
426,2022-01-18 20:00:00+01:00,4.258389101535215
427,2022-01-18 21:00:00+01:00,-3.380707790749881
429,2022-01-18 23:00:00+01:00,-2.8987709889548228
430,2022-01-19 00:00:00+01:00,-17.747608547397164
433,2022-01-19 03:00:00+01:00,-7.03440782479268
434,2022-01-19 04:00:00+01:00,-5.8464369946091495
437,2022-01-19 07:00:00+01:00,-46.974601408972944
438,2022-01-19 08:00:00+01:00,-25.4710612798674
440,2022-01-19 10:00:00+01:00,-40.85045661753534
441,2022-01-19 11:00:00+01:00,-38.02154346882682
444,2022-01-19 14:00:00+01:00,-2.558827264381904
446,2022-01-19 16:00:00+01:00,5.504503591821703
447,2022-01-19 17:00:00+01:00,12.557753804984143
448,2022-01-19 18:00:00+01:00,4.60333146424432
449,2022-01-19 19:00:00+01:00,-10.005898615130208
450,2022-01-19 20:00:00+01:00,-3.759840213049273
451,2022-01-19 21:00:00+01:00,-0.9330145695363968
452,2022-01-19 22:00:00+01:00,1.4615112372135002
455,2022-01-20 01:00:00+01:00,2.7720436507936768
456,2022-01-20 02:00:00+01:00,4.076945945945965
457,2022-01-20 03:00:00+01:00,5.107741459299859
459,2022-01-20 05:00:00+01:00,3.823129128137396
460,2022-01-20 06:00:00+01:00,-7.089895876718032
461,2022-01-20 07:00:00+01:00,-10.159947751741612
463,2022-01-20 09:00:00+01:00,-25.861454385191703
464,2022-01-20 10:00:00+01:00,-14.290182714268523
465,2022-01-20 11:00:00+01:00,-15.437535163449413
467,2022-01-20 13:00:00+01:00,1.5384413472706058
468,2022-01-20 14:00:00+01:00,-2.88599252463473
470,2022-01-20 16:00:00+01:00,-19.9950708172764
471,2022-01-20 17:00:00+01:00,-10.87314570965998
472,2022-01-20 18:00:00+01:00,-9.885787167969823
473,2022-01-20 19:00:00+01:00,-13.712059370434304
474,2022-01-20 20:00:00+01:00,-7.725966061827961
476,2022-01-20 22:00:00+01:00,-6.951860465116312
478,2022-01-21 00:00:00+01:00,-23.25472533570081
479,2022-01-21 01:00:00+01:00,-16.54647430644974
481,2022-01-21 03:00:00+01:00,6.147528011898856
483,2022-01-21 05:00:00+01:00,-27.776106824210245
484,2022-01-21 06:00:00+01:00,-21.698654824600567
485,2022-01-21 07:00:00+01:00,-36.72883797322825
487,2022-01-21 09:00:00+01:00,-32.14352899037385
488,2022-01-21 10:00:00+01:00,-6.15745901639346
489,2022-01-21 11:00:00+01:00,4.463799939237447
491,2022-01-21 13:00:00+01:00,-5.300540187639058
493,2022-01-21 15:00:00+01:00,-6.655581054512965
494,2022-01-21 16:00:00+01:00,-4.145333158217312
498,2022-01-21 20:00:00+01:00,-10.341754541426669
499,2022-01-21 21:00:00+01:00,-23.09407361837384
500,2022-01-21 22:00:00+01:00,-14.523503151803254
501,2022-01-21 23:00:00+01:00,-22.936549100257054
503,2022-01-22 01:00:00+01:00,-6.984730831973877
505,2022-01-22 03:00:00+01:00,10.254315547666266
506,2022-01-22 04:00:00+01:00,7.515657467532463
507,2022-01-22 05:00:00+01:00,14.85628525734225
508,2022-01-22 06:00:00+01:00,1.0432968608511717
509,2022-01-22 07:00:00+01:00,-9.387774748679504
510,2022-01-22 08:00:00+01:00,1.0080207551887952
511,2022-01-22 09:00:00+01:00,6.989880487804868
512,2022-01-22 10:00:00+01:00,17.26085154212754
513,2022-01-22 11:00:00+01:00,14.951967408924162
514,2022-01-22 12:00:00+01:00,14.331333118289509
516,2022-01-22 14:00:00+01:00,5.106015595479335
517,2022-01-22 15:00:00+01:00,14.902500379766082
518,2022-01-22 16:00:00+01:00,17.305466208476474
521,2022-01-22 19:00:00+01:00,-6.26127096087302
522,2022-01-22 20:00:00+01:00,2.302963207173974
523,2022-01-22 21:00:00+01:00,1.6919883692155224
525,2022-01-22 23:00:00+01:00,-0.6119316442781724
526,2022-01-23 00:00:00+01:00,1.6465646731571724
527,2022-01-23 01:00:00+01:00,-1.2001429868361413
528,2022-01-23 02:00:00+01:00,-2.690792804796814
529,2022-01-23 03:00:00+01:00,1.4389555265826743
532,2022-01-23 06:00:00+01:00,-4.70122312556461
533,2022-01-23 07:00:00+01:00,-6.671550261475886
534,2022-01-23 08:00:00+01:00,-8.426516563147004
535,2022-01-23 09:00:00+01:00,-9.496692343878635
536,2022-01-23 10:00:00+01:00,-3.44996128017425
537,2022-01-23 11:00:00+01:00,-3.5699087086422594
538,2022-01-23 12:00:00+01:00,-3.1602936318590764
540,2022-01-23 14:00:00+01:00,1.560566767371597
541,2022-01-23 15:00:00+01:00,-1.0871262945651097
542,2022-01-23 16:00:00+01:00,-1.636528942358325
543,2022-01-23 17:00:00+01:00,4.053935675776188
544,2022-01-23 18:00:00+01:00,3.1397373316466712
545,2022-01-23 19:00:00+01:00,2.8400316296456083
546,2022-01-23 20:00:00+01:00,16.620738786279702
548,2022-01-23 22:00:00+01:00,14.034647760115604
549,2022-01-23 23:00:00+01:00,11.288636363636355
551,2022-01-24 01:00:00+01:00,0.7519896983075682
552,2022-01-24 02:00:00+01:00,1.4041481481481526
554,2022-01-24 04:00:00+01:00,1.1604072301966823
556,2022-01-24 06:00:00+01:00,-1.7747561420579243
557,2022-01-24 07:00:00+01:00,-0.2118482080112471
560,2022-01-24 10:00:00+01:00,-1.1933491811939234
561,2022-01-24 11:00:00+01:00,-7.656885742187512
562,2022-01-24 12:00:00+01:00,-0.8657660566917968
564,2022-01-24 14:00:00+01:00,-0.6925651181814203
565,2022-01-24 15:00:00+01:00,-3.0630187851765243
566,2022-01-24 16:00:00+01:00,1.8614893450940715
567,2022-01-24 17:00:00+01:00,7.834868089093902
568,2022-01-24 18:00:00+01:00,9.826060382138678
569,2022-01-24 19:00:00+01:00,34.13989720234224
573,2022-01-24 23:00:00+01:00,6.643593960233204
574,2022-01-25 00:00:00+01:00,8.815880463622392
575,2022-01-25 01:00:00+01:00,5.426547077454643
576,2022-01-25 02:00:00+01:00,5.483332406506321
577,2022-01-25 03:00:00+01:00,7.08781357408003
578,2022-01-25 04:00:00+01:00,5.511035544197938
579,2022-01-25 05:00:00+01:00,2.2321314869012667
580,2022-01-25 06:00:00+01:00,2.0480198246719965
581,2022-01-25 07:00:00+01:00,83.34692009026344
582,2022-01-25 08:00:00+01:00,117.21792391692604
583,2022-01-25 09:00:00+01:00,148.34797475052915
584,2022-01-25 10:00:00+01:00,127.75032455332472
585,2022-01-25 11:00:00+01:00,130.25166994106098
587,2022-01-25 13:00:00+01:00,100.9009196980096
588,2022-01-25 14:00:00+01:00,76.58309243162057
589,2022-01-25 15:00:00+01:00,80.79067053081144
590,2022-01-25 16:00:00+01:00,114.61143953825592
591,2022-01-25 17:00:00+01:00,202.05031357715205
592,2022-01-25 18:00:00+01:00,246.60750561866
593,2022-01-25 19:00:00+01:00,295.16232302476124
594,2022-01-25 20:00:00+01:00,76.47607727993415
595,2022-01-25 21:00:00+01:00,17.9077153028382
596,2022-01-25 22:00:00+01:00,19.65654477044052
598,2022-01-26 00:00:00+01:00,-10.808154843421905
600,2022-01-26 02:00:00+01:00,-10.6809076446454
601,2022-01-26 03:00:00+01:00,-7.69104491800681
602,2022-01-26 04:00:00+01:00,-9.242703606616658
603,2022-01-26 05:00:00+01:00,-8.859322735396432
605,2022-01-26 07:00:00+01:00,-4.419228575716602
607,2022-01-26 09:00:00+01:00,11.39156443719412
608,2022-01-26 10:00:00+01:00,7.895680925360125
609,2022-01-26 11:00:00+01:00,8.860967441095
610,2022-01-26 12:00:00+01:00,15.55562383667683
612,2022-01-26 14:00:00+01:00,25.966563689442356
613,2022-01-26 15:00:00+01:00,23.274130758967143
614,2022-01-26 16:00:00+01:00,21.91010049002205
615,2022-01-26 17:00:00+01:00,26.3061997025207
616,2022-01-26 18:00:00+01:00,51.74721266735321
617,2022-01-26 19:00:00+01:00,55.59465975474973
618,2022-01-26 20:00:00+01:00,12.182412746585726
619,2022-01-26 21:00:00+01:00,19.551888103289254
620,2022-01-26 22:00:00+01:00,8.102446786526144
621,2022-01-26 23:00:00+01:00,6.685796879432644
624,2022-01-27 02:00:00+01:00,-26.09574431057564
626,2022-01-27 04:00:00+01:00,-20.803351280367707
627,2022-01-27 05:00:00+01:00,-15.853073338735785
629,2022-01-27 07:00:00+01:00,-5.224796119302596
630,2022-01-27 08:00:00+01:00,-14.72750390523305
631,2022-01-27 09:00:00+01:00,-16.317016974169746
632,2022-01-27 10:00:00+01:00,-2.249881453650346
633,2022-01-27 11:00:00+01:00,14.24465428571432
634,2022-01-27 12:00:00+01:00,5.048411682569224
635,2022-01-27 13:00:00+01:00,11.292592186609395
636,2022-01-27 14:00:00+01:00,11.29282392649543
637,2022-01-27 15:00:00+01:00,20.89380757742495
640,2022-01-27 18:00:00+01:00,16.110753330270995
641,2022-01-27 19:00:00+01:00,1.9601234521994684
645,2022-01-27 23:00:00+01:00,4.984471510451783
646,2022-01-28 00:00:00+01:00,-0.7585782853359717
647,2022-01-28 01:00:00+01:00,0.1813875088715235
648,2022-01-28 02:00:00+01:00,4.17044077134986
649,2022-01-28 03:00:00+01:00,-1.9699408740359845
650,2022-01-28 04:00:00+01:00,-6.0239208389716055
651,2022-01-28 05:00:00+01:00,1.277614129312127
655,2022-01-28 09:00:00+01:00,-0.7316080354616474
656,2022-01-28 10:00:00+01:00,-17.0631793017738
659,2022-01-28 13:00:00+01:00,-16.27833103448276
660,2022-01-28 14:00:00+01:00,-1.0617685047193106
661,2022-01-28 15:00:00+01:00,-1.904175455417061
662,2022-01-28 16:00:00+01:00,6.217471820562452
666,2022-01-28 20:00:00+01:00,-2.241634869386558
668,2022-01-28 22:00:00+01:00,-9.438688783570312
669,2022-01-28 23:00:00+01:00,-4.05096945060356
670,2022-01-29 00:00:00+01:00,-14.372705660377363
672,2022-01-29 02:00:00+01:00,6.11242845786964
673,2022-01-29 03:00:00+01:00,2.615952114567051
674,2022-01-29 04:00:00+01:00,5.30005823912299
677,2022-01-29 07:00:00+01:00,-1.502220194647208
678,2022-01-29 08:00:00+01:00,-8.514422200198226
679,2022-01-29 09:00:00+01:00,0.7598453031809242
680,2022-01-29 10:00:00+01:00,-10.619695489801783
682,2022-01-29 12:00:00+01:00,-15.439006795609004
684,2022-01-29 14:00:00+01:00,-12.043400689077233
685,2022-01-29 15:00:00+01:00,10.768078920041546
686,2022-01-29 16:00:00+01:00,11.568930393286166
687,2022-01-29 17:00:00+01:00,26.51278706244281
691,2022-01-29 21:00:00+01:00,-11.368448850118966
692,2022-01-29 22:00:00+01:00,-18.84798806996261
693,2022-01-29 23:00:00+01:00,-11.572617975896662
694,2022-01-30 00:00:00+01:00,-6.317522399688357
695,2022-01-30 01:00:00+01:00,-9.429038082731497
696,2022-01-30 02:00:00+01:00,-13.664964078002072
698,2022-01-30 04:00:00+01:00,-4.123905662404638
699,2022-01-30 05:00:00+01:00,-3.424728447683208
702,2022-01-30 08:00:00+01:00,-3.100995327610548
703,2022-01-30 09:00:00+01:00,-2.504892724632981
705,2022-01-30 11:00:00+01:00,-14.940822763112749
707,2022-01-30 13:00:00+01:00,-11.307581475128645
708,2022-01-30 14:00:00+01:00,-13.138710987059111
